agency	site_no	date	cfs	actual
USGS	09180500	1998-08-03	6500	A
USGS	09180500	1998-08-04	6000	A
USGS	09180500	1998-08-05	5530	A
USGS	09180500	1998-08-06	5370	A
USGS	09180500	1998-08-07	5200	A
USGS	09180500	1998-08-08	5060	A
USGS	09180500	1998-08-09	4790	A
USGS	09180500	1998-08-10	4540	A
USGS	09180500	1998-08-11	4370	A
USGS	09180500	1998-08-12	4310	A
USGS	09180500	1998-08-13	4280	A
USGS	09180500	1998-08-14	4020	A
USGS	09180500	1998-08-15	3780	A
USGS	09180500	1998-08-16	3670	A
USGS	09180500	1998-08-17	3620	A
USGS	09180500	1998-08-18	3610	A
USGS	09180500	1998-08-19	3530	A
USGS	09180500	1998-08-20	3610	A
USGS	09180500	1998-08-21	3650	A
USGS	09180500	1998-08-22	3980	A
USGS	09180500	1998-08-23	4150	A
USGS	09180500	1998-08-24	4110	A
USGS	09180500	1998-08-25	4010	A
USGS	09180500	1998-08-26	3990	A
USGS	09180500	1998-08-27	3980	A
USGS	09180500	1998-08-28	3750	A
USGS	09180500	1998-08-29	3750	A
USGS	09180500	1998-08-30	3990	A
USGS	09180500	1998-08-31	3860	A
USGS	09180500	1998-09-01	3720	A
USGS	09180500	1998-09-02	3820	A
USGS	09180500	1998-09-03	4040	A
USGS	09180500	1998-09-04	4180	A
USGS	09180500	1998-09-05	4040	A
USGS	09180500	1998-09-06	3860	A
USGS	09180500	1998-09-07	3850	A
USGS	09180500	1998-09-08	3780	A
USGS	09180500	1998-09-09	3710	A
USGS	09180500	1998-09-10	3660	A
USGS	09180500	1998-09-11	3700	A
USGS	09180500	1998-09-12	4380	A
USGS	09180500	1998-09-13	5510	A
USGS	09180500	1998-09-14	5480	A
USGS	09180500	1998-09-15	5270	A
USGS	09180500	1998-09-16	5090	A
USGS	09180500	1998-09-17	4950	A
USGS	09180500	1998-09-18	4840	A
USGS	09180500	1998-09-19	4750	A
USGS	09180500	1998-09-20	4630	A
USGS	09180500	1998-09-21	4470	A
USGS	09180500	1998-09-22	4410	A
USGS	09180500	1998-09-23	4360	A
USGS	09180500	1998-09-24	4480	A
USGS	09180500	1998-09-25	4330	A
USGS	09180500	1998-09-26	4240	A
USGS	09180500	1998-09-27	4150	A
USGS	09180500	1998-09-28	4080	A
USGS	09180500	1998-09-29	4040	A
USGS	09180500	1998-09-30	4060	A
USGS	09180500	1998-10-01	4150	A
USGS	09180500	1998-10-02	4140	A
USGS	09180500	1998-10-03	4520	A
USGS	09180500	1998-10-04	4670	A
USGS	09180500	1998-10-05	4940	A
USGS	09180500	1998-10-06	5180	A
USGS	09180500	1998-10-07	5180	A
USGS	09180500	1998-10-08	5040	A
USGS	09180500	1998-10-09	4840	A
USGS	09180500	1998-10-10	4810	A
USGS	09180500	1998-10-11	4800	A
USGS	09180500	1998-10-12	4710	A
USGS	09180500	1998-10-13	4680	A
USGS	09180500	1998-10-14	4650	A
USGS	09180500	1998-10-15	4580	A
USGS	09180500	1998-10-16	4540	A
USGS	09180500	1998-10-17	4600	A
USGS	09180500	1998-10-18	4710	A
USGS	09180500	1998-10-19	4780	A
USGS	09180500	1998-10-20	4790	A
USGS	09180500	1998-10-21	4790	A
USGS	09180500	1998-10-22	4820	A
USGS	09180500	1998-10-23	4920	A
USGS	09180500	1998-10-24	5050	A
USGS	09180500	1998-10-25	5100	A
USGS	09180500	1998-10-26	5400	A
USGS	09180500	1998-10-27	6100	A
USGS	09180500	1998-10-28	6760	A
USGS	09180500	1998-10-29	6280	A
USGS	09180500	1998-10-30	5760	A
USGS	09180500	1998-10-31	5630	A
USGS	09180500	1998-11-01	5410	A
USGS	09180500	1998-11-02	5140	A
USGS	09180500	1998-11-03	5370	A
USGS	09180500	1998-11-04	5460	A
USGS	09180500	1998-11-05	5210	A
USGS	09180500	1998-11-06	5190	A
USGS	09180500	1998-11-07	5110	A
USGS	09180500	1998-11-08	4900	A
USGS	09180500	1998-11-09	4990	A
USGS	09180500	1998-11-10	5210	A
USGS	09180500	1998-11-11	4940	A
USGS	09180500	1998-11-12	4730	A
USGS	09180500	1998-11-13	4710	A
USGS	09180500	1998-11-14	4760	A
USGS	09180500	1998-11-15	4780	A
USGS	09180500	1998-11-16	4770	A
USGS	09180500	1998-11-17	4800	A
USGS	09180500	1998-11-18	4740	A
USGS	09180500	1998-11-19	4680	A
USGS	09180500	1998-11-20	4660	A
USGS	09180500	1998-11-21	4370	A
USGS	09180500	1998-11-22	4390	A
USGS	09180500	1998-11-23	4380	A
USGS	09180500	1998-11-24	4520	A
USGS	09180500	1998-11-25	4490	A
USGS	09180500	1998-11-26	4400	A
USGS	09180500	1998-11-27	4370	A
USGS	09180500	1998-11-28	4320	A
USGS	09180500	1998-11-29	4320	A
USGS	09180500	1998-11-30	4310	A
USGS	09180500	1998-12-01	4350	A
USGS	09180500	1998-12-02	4250	A
USGS	09180500	1998-12-03	4220	A
USGS	09180500	1998-12-04	4250	A
USGS	09180500	1998-12-05	4200	A
USGS	09180500	1998-12-06	4170	A
USGS	09180500	1998-12-07	4080	A
USGS	09180500	1998-12-08	3820	A
USGS	09180500	1998-12-09	3570	A
USGS	09180500	1998-12-10	3640	A
USGS	09180500	1998-12-11	3750	A
USGS	09180500	1998-12-12	3600	A
USGS	09180500	1998-12-13	3540	A
USGS	09180500	1998-12-14	3690	A
USGS	09180500	1998-12-15	3770	A
USGS	09180500	1998-12-16	3760	A
USGS	09180500	1998-12-17	3730	A
USGS	09180500	1998-12-18	3820	A
USGS	09180500	1998-12-19	3910	A
USGS	09180500	1998-12-20	3910	A
USGS	09180500	1998-12-21	3960	A
USGS	09180500	1998-12-22	3590	A
USGS	09180500	1998-12-23	3150	A
USGS	09180500	1998-12-24	3100	A:e
USGS	09180500	1998-12-25	3200	A:e
USGS	09180500	1998-12-26	3300	A:e
USGS	09180500	1998-12-27	3400	A:e
USGS	09180500	1998-12-28	3500	A:e
USGS	09180500	1998-12-29	3800	A:e
USGS	09180500	1998-12-30	3860	A:e
USGS	09180500	1998-12-31	4200	A:e
USGS	09180500	1999-01-01	4530	A
USGS	09180500	1999-01-02	4590	A
USGS	09180500	1999-01-03	4550	A
USGS	09180500	1999-01-04	4360	A
USGS	09180500	1999-01-05	4180	A
USGS	09180500	1999-01-06	4180	A
USGS	09180500	1999-01-07	4060	A
USGS	09180500	1999-01-08	4050	A
USGS	09180500	1999-01-09	4200	A
USGS	09180500	1999-01-10	4130	A
USGS	09180500	1999-01-11	4020	A
USGS	09180500	1999-01-12	3890	A
USGS	09180500	1999-01-13	3890	A
USGS	09180500	1999-01-14	3760	A
USGS	09180500	1999-01-15	3550	A
USGS	09180500	1999-01-16	3210	A
USGS	09180500	1999-01-17	3140	A
USGS	09180500	1999-01-18	3300	A
USGS	09180500	1999-01-19	3480	A
USGS	09180500	1999-01-20	3560	A
USGS	09180500	1999-01-21	3750	A
USGS	09180500	1999-01-22	3800	A
USGS	09180500	1999-01-23	3610	A
USGS	09180500	1999-01-24	3480	A
USGS	09180500	1999-01-25	3450	A
USGS	09180500	1999-01-26	3530	A
USGS	09180500	1999-01-27	3510	A
USGS	09180500	1999-01-28	3500	A
USGS	09180500	1999-01-29	3400	A
USGS	09180500	1999-01-30	3190	A
USGS	09180500	1999-01-31	3050	A
USGS	09180500	1999-02-01	3050	A
USGS	09180500	1999-02-02	3220	A
USGS	09180500	1999-02-03	3410	A
USGS	09180500	1999-02-04	3350	A
USGS	09180500	1999-02-05	3410	A
USGS	09180500	1999-02-06	3490	A
USGS	09180500	1999-02-07	3620	A
USGS	09180500	1999-02-08	3530	A
USGS	09180500	1999-02-09	3490	A
USGS	09180500	1999-02-10	3630	A
USGS	09180500	1999-02-11	3830	A
USGS	09180500	1999-02-12	3660	A
USGS	09180500	1999-02-13	3280	A
USGS	09180500	1999-02-14	3100	A
USGS	09180500	1999-02-15	3230	A
USGS	09180500	1999-02-16	3420	A
USGS	09180500	1999-02-17	3440	A
USGS	09180500	1999-02-18	3300	A
USGS	09180500	1999-02-19	3380	A
USGS	09180500	1999-02-20	3320	A
USGS	09180500	1999-02-21	3360	A
USGS	09180500	1999-02-22	3260	A
USGS	09180500	1999-02-23	3220	A
USGS	09180500	1999-02-24	3250	A
USGS	09180500	1999-02-25	3090	A
USGS	09180500	1999-02-26	3220	A
USGS	09180500	1999-02-27	3240	A
USGS	09180500	1999-02-28	3240	A
USGS	09180500	1999-03-01	3210	A
USGS	09180500	1999-03-02	3210	A
USGS	09180500	1999-03-03	3240	A
USGS	09180500	1999-03-04	3320	A
USGS	09180500	1999-03-05	3300	A
USGS	09180500	1999-03-06	3440	A
USGS	09180500	1999-03-07	3240	A
USGS	09180500	1999-03-08	3130	A
USGS	09180500	1999-03-09	3090	A
USGS	09180500	1999-03-10	3040	A
USGS	09180500	1999-03-11	3000	A
USGS	09180500	1999-03-12	2980	A
USGS	09180500	1999-03-13	2870	A
USGS	09180500	1999-03-14	3030	A
USGS	09180500	1999-03-15	2980	A
USGS	09180500	1999-03-16	2960	A
USGS	09180500	1999-03-17	3110	A
USGS	09180500	1999-03-18	3260	A
USGS	09180500	1999-03-19	3340	A
USGS	09180500	1999-03-20	3400	A
USGS	09180500	1999-03-21	3600	A
USGS	09180500	1999-03-22	3880	A
USGS	09180500	1999-03-23	4010	A
USGS	09180500	1999-03-24	3980	A
USGS	09180500	1999-03-25	3970	A
USGS	09180500	1999-03-26	4010	A
USGS	09180500	1999-03-27	4180	A
USGS	09180500	1999-03-28	4300	A
USGS	09180500	1999-03-29	4390	A
USGS	09180500	1999-03-30	4130	A
USGS	09180500	1999-03-31	3630	A
USGS	09180500	1999-04-01	3490	A
USGS	09180500	1999-04-02	3550	A
USGS	09180500	1999-04-03	3790	A
USGS	09180500	1999-04-04	4120	A
USGS	09180500	1999-04-05	3970	A
USGS	09180500	1999-04-06	3720	A
USGS	09180500	1999-04-07	3460	A
USGS	09180500	1999-04-08	3260	A
USGS	09180500	1999-04-09	3210	A
USGS	09180500	1999-04-10	3340	A
USGS	09180500	1999-04-11	3310	A
USGS	09180500	1999-04-12	3070	A
USGS	09180500	1999-04-13	2870	A
USGS	09180500	1999-04-14	2570	A
USGS	09180500	1999-04-15	2630	A
USGS	09180500	1999-04-16	3060	A
USGS	09180500	1999-04-17	3050	A
USGS	09180500	1999-04-18	2840	A
USGS	09180500	1999-04-19	2520	A
USGS	09180500	1999-04-20	2410	A
USGS	09180500	1999-04-21	2590	A
USGS	09180500	1999-04-22	3120	A
USGS	09180500	1999-04-23	3800	A
USGS	09180500	1999-04-24	4440	A
USGS	09180500	1999-04-25	5230	A
USGS	09180500	1999-04-26	6000	A
USGS	09180500	1999-04-27	6480	A
USGS	09180500	1999-04-28	6660	A
USGS	09180500	1999-04-29	6430	A
USGS	09180500	1999-04-30	6450	A
USGS	09180500	1999-05-01	8270	A
USGS	09180500	1999-05-02	9070	A
USGS	09180500	1999-05-03	8390	A
USGS	09180500	1999-05-04	8590	A
USGS	09180500	1999-05-05	8730	A
USGS	09180500	1999-05-06	8160	A
USGS	09180500	1999-05-07	7360	A
USGS	09180500	1999-05-08	7110	A
USGS	09180500	1999-05-09	7550	A
USGS	09180500	1999-05-10	8060	A
USGS	09180500	1999-05-11	8790	A
USGS	09180500	1999-05-12	8460	A
USGS	09180500	1999-05-13	7390	A
USGS	09180500	1999-05-14	7200	A
USGS	09180500	1999-05-15	7710	A
USGS	09180500	1999-05-16	8530	A
USGS	09180500	1999-05-17	8520	A
USGS	09180500	1999-05-18	8490	A
USGS	09180500	1999-05-19	8770	A
USGS	09180500	1999-05-20	10700	A
USGS	09180500	1999-05-21	13000	A
USGS	09180500	1999-05-22	14600	A
USGS	09180500	1999-05-23	15600	A
USGS	09180500	1999-05-24	17100	A
USGS	09180500	1999-05-25	19200	A
USGS	09180500	1999-05-26	20300	A
USGS	09180500	1999-05-27	19500	A
USGS	09180500	1999-05-28	18200	A
USGS	09180500	1999-05-29	17800	A
USGS	09180500	1999-05-30	19100	A
USGS	09180500	1999-05-31	19200	A
USGS	09180500	1999-06-01	19500	A
USGS	09180500	1999-06-02	18000	A
USGS	09180500	1999-06-03	17800	A
USGS	09180500	1999-06-04	18200	A
USGS	09180500	1999-06-05	17700	A
USGS	09180500	1999-06-06	17500	A
USGS	09180500	1999-06-07	16300	A
USGS	09180500	1999-06-08	14800	A
USGS	09180500	1999-06-09	16000	A
USGS	09180500	1999-06-10	17600	A
USGS	09180500	1999-06-11	17800	A
USGS	09180500	1999-06-12	16400	A
USGS	09180500	1999-06-13	16100	A
USGS	09180500	1999-06-14	15700	A
USGS	09180500	1999-06-15	15200	A
USGS	09180500	1999-06-16	15200	A
USGS	09180500	1999-06-17	16000	A
USGS	09180500	1999-06-18	18000	A
USGS	09180500	1999-06-19	19700	A
USGS	09180500	1999-06-20	19000	A
USGS	09180500	1999-06-21	18200	A
USGS	09180500	1999-06-22	18000	A
USGS	09180500	1999-06-23	18000	A
USGS	09180500	1999-06-24	17500	A
USGS	09180500	1999-06-25	17200	A
USGS	09180500	1999-06-26	17700	A
USGS	09180500	1999-06-27	18000	A
USGS	09180500	1999-06-28	17300	A
USGS	09180500	1999-06-29	16600	A
USGS	09180500	1999-06-30	15400	A
USGS	09180500	1999-07-01	14700	A
USGS	09180500	1999-07-02	14100	A
USGS	09180500	1999-07-03	13700	A
USGS	09180500	1999-07-04	13000	A
USGS	09180500	1999-07-05	12700	A
USGS	09180500	1999-07-06	12000	A
USGS	09180500	1999-07-07	11300	A
USGS	09180500	1999-07-08	10800	A
USGS	09180500	1999-07-09	10300	A
USGS	09180500	1999-07-10	9670	A
USGS	09180500	1999-07-11	9050	A
USGS	09180500	1999-07-12	8760	A
USGS	09180500	1999-07-13	8590	A
USGS	09180500	1999-07-14	7890	A
USGS	09180500	1999-07-15	8770	A
USGS	09180500	1999-07-16	8530	A
USGS	09180500	1999-07-17	7810	A
USGS	09180500	1999-07-18	6860	A
USGS	09180500	1999-07-19	6570	A
USGS	09180500	1999-07-20	6530	A
USGS	09180500	1999-07-21	6560	A
USGS	09180500	1999-07-22	6290	A
USGS	09180500	1999-07-23	5980	A
USGS	09180500	1999-07-24	5870	A
USGS	09180500	1999-07-25	5890	A
USGS	09180500	1999-07-26	6290	A
USGS	09180500	1999-07-27	6230	A
USGS	09180500	1999-07-28	6250	A
USGS	09180500	1999-07-29	6230	A
USGS	09180500	1999-07-30	7150	A
USGS	09180500	1999-07-31	7760	A
USGS	09180500	1999-08-01	8610	A
USGS	09180500	1999-08-02	8870	A
USGS	09180500	1999-08-03	8360	A
USGS	09180500	1999-08-04	8130	A
USGS	09180500	1999-08-05	8510	A
USGS	09180500	1999-08-06	8760	A
USGS	09180500	1999-08-07	8470	A
USGS	09180500	1999-08-08	8360	A
USGS	09180500	1999-08-09	8200	A
USGS	09180500	1999-08-10	8020	A
USGS	09180500	1999-08-11	9620	A
USGS	09180500	1999-08-12	10100	A
USGS	09180500	1999-08-13	8620	A
USGS	09180500	1999-08-14	7650	A
USGS	09180500	1999-08-15	7140	A
USGS	09180500	1999-08-16	7400	A
USGS	09180500	1999-08-17	7200	A
USGS	09180500	1999-08-18	6880	A
USGS	09180500	1999-08-19	6680	A
USGS	09180500	1999-08-20	6770	A
USGS	09180500	1999-08-21	7290	A
USGS	09180500	1999-08-22	7340	A
USGS	09180500	1999-08-23	7000	A
USGS	09180500	1999-08-24	6390	A
USGS	09180500	1999-08-25	6020	A
USGS	09180500	1999-08-26	5890	A
USGS	09180500	1999-08-27	5570	A
USGS	09180500	1999-08-28	5640	A
USGS	09180500	1999-08-29	6060	A
USGS	09180500	1999-08-30	6050	A
USGS	09180500	1999-08-31	5610	A
USGS	09180500	1999-09-01	5660	A
USGS	09180500	1999-09-02	6200	A
USGS	09180500	1999-09-03	6850	A
USGS	09180500	1999-09-04	7280	A
USGS	09180500	1999-09-05	7330	A
USGS	09180500	1999-09-06	7070	A
USGS	09180500	1999-09-07	6620	A
USGS	09180500	1999-09-08	6200	A
USGS	09180500	1999-09-09	6020	A
USGS	09180500	1999-09-10	6200	A
USGS	09180500	1999-09-11	6150	A
USGS	09180500	1999-09-12	6170	A
USGS	09180500	1999-09-13	6310	A
USGS	09180500	1999-09-14	6250	A
USGS	09180500	1999-09-15	6060	A
USGS	09180500	1999-09-16	6550	A
USGS	09180500	1999-09-17	6520	A
USGS	09180500	1999-09-18	6540	A
USGS	09180500	1999-09-19	6650	A
USGS	09180500	1999-09-20	7070	A
USGS	09180500	1999-09-21	7270	A
USGS	09180500	1999-09-22	7100	A
USGS	09180500	1999-09-23	6690	A
USGS	09180500	1999-09-24	6460	A
USGS	09180500	1999-09-25	6430	A
USGS	09180500	1999-09-26	6570	A
USGS	09180500	1999-09-27	6480	A
USGS	09180500	1999-09-28	6260	A
USGS	09180500	1999-09-29	6130	A
USGS	09180500	1999-09-30	6130	A
USGS	09180500	1999-10-01	6110	A
USGS	09180500	1999-10-02	6390	A
USGS	09180500	1999-10-03	7010	A
USGS	09180500	1999-10-04	7660	A
USGS	09180500	1999-10-05	8080	A
USGS	09180500	1999-10-06	7630	A
USGS	09180500	1999-10-07	6820	A
USGS	09180500	1999-10-08	6660	A
USGS	09180500	1999-10-09	6460	A
USGS	09180500	1999-10-10	6130	A
USGS	09180500	1999-10-11	5630	A
USGS	09180500	1999-10-12	5240	A
USGS	09180500	1999-10-13	5080	A
USGS	09180500	1999-10-14	5080	A
USGS	09180500	1999-10-15	5080	A
USGS	09180500	1999-10-16	5000	A
USGS	09180500	1999-10-17	5050	A
USGS	09180500	1999-10-18	5210	A
USGS	09180500	1999-10-19	5340	A
USGS	09180500	1999-10-20	5370	A
USGS	09180500	1999-10-21	5390	A
USGS	09180500	1999-10-22	5310	A
USGS	09180500	1999-10-23	5320	A
USGS	09180500	1999-10-24	5350	A
USGS	09180500	1999-10-25	5340	A
USGS	09180500	1999-10-26	5310	A
USGS	09180500	1999-10-27	5310	A
USGS	09180500	1999-10-28	5370	A
USGS	09180500	1999-10-29	5410	A
USGS	09180500	1999-10-30	5330	A
USGS	09180500	1999-10-31	5420	A
USGS	09180500	1999-11-01	5460	A
USGS	09180500	1999-11-02	5750	A
USGS	09180500	1999-11-03	5480	A
USGS	09180500	1999-11-04	5210	A
USGS	09180500	1999-11-05	5020	A
USGS	09180500	1999-11-06	5190	A
USGS	09180500	1999-11-07	5120	A
USGS	09180500	1999-11-08	4740	A
USGS	09180500	1999-11-09	4610	A
USGS	09180500	1999-11-10	4560	A
USGS	09180500	1999-11-11	4260	A
USGS	09180500	1999-11-12	3990	A
USGS	09180500	1999-11-13	3820	A
USGS	09180500	1999-11-14	3860	A
USGS	09180500	1999-11-15	4280	A
USGS	09180500	1999-11-16	4250	A
USGS	09180500	1999-11-17	4260	A
USGS	09180500	1999-11-18	4220	A
USGS	09180500	1999-11-19	4120	A
USGS	09180500	1999-11-20	4120	A
USGS	09180500	1999-11-21	4120	A
USGS	09180500	1999-11-22	4140	A
USGS	09180500	1999-11-23	4040	A
USGS	09180500	1999-11-24	4170	A
USGS	09180500	1999-11-25	4070	A
USGS	09180500	1999-11-26	3890	A
USGS	09180500	1999-11-27	3820	A
USGS	09180500	1999-11-28	4150	A
USGS	09180500	1999-11-29	4300	A
USGS	09180500	1999-11-30	4100	A
USGS	09180500	1999-12-01	4030	A
USGS	09180500	1999-12-02	4010	A
USGS	09180500	1999-12-03	4080	A
USGS	09180500	1999-12-04	4130	A
USGS	09180500	1999-12-05	4060	A
USGS	09180500	1999-12-06	3920	A
USGS	09180500	1999-12-07	3730	A
USGS	09180500	1999-12-08	3710	A
USGS	09180500	1999-12-09	3930	A
USGS	09180500	1999-12-10	4160	A
USGS	09180500	1999-12-11	3940	A
USGS	09180500	1999-12-12	3900	A
USGS	09180500	1999-12-13	3990	A
USGS	09180500	1999-12-14	3840	A
USGS	09180500	1999-12-15	3610	A
USGS	09180500	1999-12-16	3490	A
USGS	09180500	1999-12-17	3600	A
USGS	09180500	1999-12-18	4020	A
USGS	09180500	1999-12-19	4070	A
USGS	09180500	1999-12-20	3880	A
USGS	09180500	1999-12-21	3980	A
USGS	09180500	1999-12-22	3930	A
USGS	09180500	1999-12-23	3820	A
USGS	09180500	1999-12-24	3800	A
USGS	09180500	1999-12-25	3720	A
USGS	09180500	1999-12-26	3690	A
USGS	09180500	1999-12-27	3690	A
USGS	09180500	1999-12-28	3670	A
USGS	09180500	1999-12-29	3640	A
USGS	09180500	1999-12-30	3630	A
USGS	09180500	1999-12-31	3640	A
USGS	09180500	2000-01-01	3610	A
USGS	09180500	2000-01-02	3720	A
USGS	09180500	2000-01-03	3800	A
USGS	09180500	2000-01-04	3790	A
USGS	09180500	2000-01-05	3570	A
USGS	09180500	2000-01-06	3690	A
USGS	09180500	2000-01-07	3600	A
USGS	09180500	2000-01-08	3420	A
USGS	09180500	2000-01-09	3480	A
USGS	09180500	2000-01-10	3700	A
USGS	09180500	2000-01-11	3970	A
USGS	09180500	2000-01-12	3780	A
USGS	09180500	2000-01-13	3680	A
USGS	09180500	2000-01-14	3700	A
USGS	09180500	2000-01-15	3480	A
USGS	09180500	2000-01-16	3420	A
USGS	09180500	2000-01-17	3430	A
USGS	09180500	2000-01-18	3530	A
USGS	09180500	2000-01-19	3620	A
USGS	09180500	2000-01-20	3690	A
USGS	09180500	2000-01-21	3710	A
USGS	09180500	2000-01-22	3660	A
USGS	09180500	2000-01-23	3640	A
USGS	09180500	2000-01-24	3510	A
USGS	09180500	2000-01-25	3410	A
USGS	09180500	2000-01-26	3560	A
USGS	09180500	2000-01-27	3910	A
USGS	09180500	2000-01-28	3700	A
USGS	09180500	2000-01-29	3470	A
USGS	09180500	2000-01-30	3240	A
USGS	09180500	2000-01-31	3080	A
USGS	09180500	2000-02-01	3050	A
USGS	09180500	2000-02-02	3050	A
USGS	09180500	2000-02-03	3200	A
USGS	09180500	2000-02-04	3250	A
USGS	09180500	2000-02-05	3300	A
USGS	09180500	2000-02-06	3330	A
USGS	09180500	2000-02-07	3310	A
USGS	09180500	2000-02-08	3270	A
USGS	09180500	2000-02-09	3270	A
USGS	09180500	2000-02-10	3280	A
USGS	09180500	2000-02-11	3310	A
USGS	09180500	2000-02-12	3540	A
USGS	09180500	2000-02-13	3470	A
USGS	09180500	2000-02-14	3420	A
USGS	09180500	2000-02-15	3340	A
USGS	09180500	2000-02-16	3320	A
USGS	09180500	2000-02-17	3290	A
USGS	09180500	2000-02-18	3500	A
USGS	09180500	2000-02-19	3560	A
USGS	09180500	2000-02-20	3380	A
USGS	09180500	2000-02-21	3260	A
USGS	09180500	2000-02-22	3230	A
USGS	09180500	2000-02-23	3320	A
USGS	09180500	2000-02-24	3290	A
USGS	09180500	2000-02-25	3240	A
USGS	09180500	2000-02-26	3280	A
USGS	09180500	2000-02-27	3220	A
USGS	09180500	2000-02-28	3170	A
USGS	09180500	2000-02-29	3200	A
USGS	09180500	2000-03-01	3240	A
USGS	09180500	2000-03-02	3210	A
USGS	09180500	2000-03-03	3220	A
USGS	09180500	2000-03-04	3350	A
USGS	09180500	2000-03-05	3200	A
USGS	09180500	2000-03-06	3220	A
USGS	09180500	2000-03-07	3340	A
USGS	09180500	2000-03-08	3400	A
USGS	09180500	2000-03-09	3430	A
USGS	09180500	2000-03-10	3480	A
USGS	09180500	2000-03-11	3410	A
USGS	09180500	2000-03-12	3310	A
USGS	09180500	2000-03-13	3250	A
USGS	09180500	2000-03-14	3130	A
USGS	09180500	2000-03-15	3230	A
USGS	09180500	2000-03-16	3220	A
USGS	09180500	2000-03-17	3520	A
USGS	09180500	2000-03-18	3360	A
USGS	09180500	2000-03-19	3550	A
USGS	09180500	2000-03-20	3680	A
USGS	09180500	2000-03-21	3850	A
USGS	09180500	2000-03-22	3870	A
USGS	09180500	2000-03-23	3950	A
USGS	09180500	2000-03-24	3820	A
USGS	09180500	2000-03-25	3750	A
USGS	09180500	2000-03-26	3660	A
USGS	09180500	2000-03-27	3710	A
USGS	09180500	2000-03-28	3890	A
USGS	09180500	2000-03-29	4050	A
USGS	09180500	2000-03-30	4150	A
USGS	09180500	2000-03-31	4100	A
USGS	09180500	2000-04-01	4050	A
USGS	09180500	2000-04-02	4170	A
USGS	09180500	2000-04-03	4090	A
USGS	09180500	2000-04-04	3910	A
USGS	09180500	2000-04-05	3870	A
USGS	09180500	2000-04-06	3990	A
USGS	09180500	2000-04-07	4640	A
USGS	09180500	2000-04-08	5430	A
USGS	09180500	2000-04-09	6030	A
USGS	09180500	2000-04-10	6510	A
USGS	09180500	2000-04-11	7150	A
USGS	09180500	2000-04-12	7070	A
USGS	09180500	2000-04-13	6830	A
USGS	09180500	2000-04-14	7150	A
USGS	09180500	2000-04-15	7830	A
USGS	09180500	2000-04-16	8170	A
USGS	09180500	2000-04-17	7400	A
USGS	09180500	2000-04-18	7090	A
USGS	09180500	2000-04-19	7550	A
USGS	09180500	2000-04-20	7330	A
USGS	09180500	2000-04-21	6630	A
USGS	09180500	2000-04-22	6680	A
USGS	09180500	2000-04-23	6900	A
USGS	09180500	2000-04-24	7030	A
USGS	09180500	2000-04-25	7490	A
USGS	09180500	2000-04-26	7690	A
USGS	09180500	2000-04-27	7920	A
USGS	09180500	2000-04-28	8460	A
USGS	09180500	2000-04-29	9700	A
USGS	09180500	2000-04-30	10300	A
USGS	09180500	2000-05-01	10000	A
USGS	09180500	2000-05-02	9680	A
USGS	09180500	2000-05-03	9590	A
USGS	09180500	2000-05-04	10600	A
USGS	09180500	2000-05-05	11800	A
USGS	09180500	2000-05-06	13200	A
USGS	09180500	2000-05-07	14200	A
USGS	09180500	2000-05-08	14500	A
USGS	09180500	2000-05-09	15700	A
USGS	09180500	2000-05-10	15000	A
USGS	09180500	2000-05-11	12700	A
USGS	09180500	2000-05-12	12800	A
USGS	09180500	2000-05-13	13200	A
USGS	09180500	2000-05-14	12200	A
USGS	09180500	2000-05-15	10900	A
USGS	09180500	2000-05-16	10000	A
USGS	09180500	2000-05-17	9340	A
USGS	09180500	2000-05-18	9530	A
USGS	09180500	2000-05-19	9790	A
USGS	09180500	2000-05-20	9510	A
USGS	09180500	2000-05-21	9420	A
USGS	09180500	2000-05-22	9750	A
USGS	09180500	2000-05-23	10200	A
USGS	09180500	2000-05-24	11500	A
USGS	09180500	2000-05-25	15000	A
USGS	09180500	2000-05-26	16700	A
USGS	09180500	2000-05-27	16000	A
USGS	09180500	2000-05-28	14000	A
USGS	09180500	2000-05-29	13500	A
USGS	09180500	2000-05-30	15500	A
USGS	09180500	2000-05-31	17500	A
USGS	09180500	2000-06-01	17300	A
USGS	09180500	2000-06-02	16400	A
USGS	09180500	2000-06-03	15400	A
USGS	09180500	2000-06-04	14500	A
USGS	09180500	2000-06-05	13500	A
USGS	09180500	2000-06-06	12200	A
USGS	09180500	2000-06-07	11200	A
USGS	09180500	2000-06-08	10800	A
USGS	09180500	2000-06-09	10400	A
USGS	09180500	2000-06-10	10100	A
USGS	09180500	2000-06-11	9640	A
USGS	09180500	2000-06-12	8730	A
USGS	09180500	2000-06-13	8240	A
USGS	09180500	2000-06-14	7630	A
USGS	09180500	2000-06-15	7090	A
USGS	09180500	2000-06-16	6780	A
USGS	09180500	2000-06-17	7070	A
USGS	09180500	2000-06-18	6800	A
USGS	09180500	2000-06-19	6660	A
USGS	09180500	2000-06-20	6930	A
USGS	09180500	2000-06-21	7830	A
USGS	09180500	2000-06-22	8150	A
USGS	09180500	2000-06-23	7620	A
USGS	09180500	2000-06-24	6680	A
USGS	09180500	2000-06-25	6510	A
USGS	09180500	2000-06-26	6040	A
USGS	09180500	2000-06-27	6110	A
USGS	09180500	2000-06-28	6380	A
USGS	09180500	2000-06-29	6310	A
USGS	09180500	2000-06-30	5970	A
