agency	site_no	date	cfs	actual
USGS	09180500	1995-12-01	5420	A
USGS	09180500	1995-12-02	5490	A
USGS	09180500	1995-12-03	5490	A
USGS	09180500	1995-12-04	5410	A
USGS	09180500	1995-12-05	5280	A
USGS	09180500	1995-12-06	5360	A
USGS	09180500	1995-12-07	5380	A
USGS	09180500	1995-12-08	5400	A
USGS	09180500	1995-12-09	5400	A
USGS	09180500	1995-12-10	5320	A
USGS	09180500	1995-12-11	5250	A
USGS	09180500	1995-12-12	5240	A
USGS	09180500	1995-12-13	5290	A
USGS	09180500	1995-12-14	5550	A
USGS	09180500	1995-12-15	5390	A
USGS	09180500	1995-12-16	5300	A
USGS	09180500	1995-12-17	5100	A
USGS	09180500	1995-12-18	5030	A
USGS	09180500	1995-12-19	4960	A
USGS	09180500	1995-12-20	4740	A
USGS	09180500	1995-12-21	4750	A
USGS	09180500	1995-12-22	4750	A
USGS	09180500	1995-12-23	4710	A
USGS	09180500	1995-12-24	4560	A
USGS	09180500	1995-12-25	4470	A
USGS	09180500	1995-12-26	4440	A
USGS	09180500	1995-12-27	4510	A
USGS	09180500	1995-12-28	4630	A
USGS	09180500	1995-12-29	4630	A
USGS	09180500	1995-12-30	4690	A
USGS	09180500	1995-12-31	4850	A
USGS	09180500	1996-01-01	5000	A
USGS	09180500	1996-01-02	5070	A
USGS	09180500	1996-01-03	5020	A
USGS	09180500	1996-01-04	5080	A
USGS	09180500	1996-01-05	5070	A
USGS	09180500	1996-01-06	5240	A
USGS	09180500	1996-01-07	5110	A
USGS	09180500	1996-01-08	4950	A
USGS	09180500	1996-01-09	4960	A
USGS	09180500	1996-01-10	4940	A
USGS	09180500	1996-01-11	4830	A
USGS	09180500	1996-01-12	4650	A
USGS	09180500	1996-01-13	4380	A
USGS	09180500	1996-01-14	4140	A
USGS	09180500	1996-01-15	4020	A
USGS	09180500	1996-01-16	4010	A
USGS	09180500	1996-01-17	4120	A
USGS	09180500	1996-01-18	4410	A
USGS	09180500	1996-01-19	4260	A
USGS	09180500	1996-01-20	4030	A
USGS	09180500	1996-01-21	3990	A
USGS	09180500	1996-01-22	3980	A
USGS	09180500	1996-01-23	3950	A
USGS	09180500	1996-01-24	3880	A
USGS	09180500	1996-01-25	3910	A
USGS	09180500	1996-01-26	3800	A
USGS	09180500	1996-01-27	3780	A:e
USGS	09180500	1996-01-28	3860	A:e
USGS	09180500	1996-01-29	4100	A:e
USGS	09180500	1996-01-30	4200	A:e
USGS	09180500	1996-01-31	4300	A:e
USGS	09180500	1996-02-01	4500	A:e
USGS	09180500	1996-02-02	4400	A:e
USGS	09180500	1996-02-03	4140	A
USGS	09180500	1996-02-04	3830	A
USGS	09180500	1996-02-05	3720	A
USGS	09180500	1996-02-06	3950	A
USGS	09180500	1996-02-07	4250	A
USGS	09180500	1996-02-08	4360	A
USGS	09180500	1996-02-09	4310	A
USGS	09180500	1996-02-10	4360	A
USGS	09180500	1996-02-11	4360	A
USGS	09180500	1996-02-12	4310	A
USGS	09180500	1996-02-13	4160	A
USGS	09180500	1996-02-14	4080	A
USGS	09180500	1996-02-15	4070	A
USGS	09180500	1996-02-16	4170	A
USGS	09180500	1996-02-17	4230	A
USGS	09180500	1996-02-18	4220	A
USGS	09180500	1996-02-19	4290	A
USGS	09180500	1996-02-20	4420	A
USGS	09180500	1996-02-21	4990	A
USGS	09180500	1996-02-22	6620	A
USGS	09180500	1996-02-23	7030	A
USGS	09180500	1996-02-24	5650	A
USGS	09180500	1996-02-25	4880	A
USGS	09180500	1996-02-26	4630	A
USGS	09180500	1996-02-27	4520	A
USGS	09180500	1996-02-28	4330	A
USGS	09180500	1996-02-29	4250	A
USGS	09180500	1996-03-01	4240	A
USGS	09180500	1996-03-02	4180	A
USGS	09180500	1996-03-03	4230	A
USGS	09180500	1996-03-04	4280	A
USGS	09180500	1996-03-05	4300	A
USGS	09180500	1996-03-06	4540	A
USGS	09180500	1996-03-07	4520	A
USGS	09180500	1996-03-08	4240	A
USGS	09180500	1996-03-09	4100	A
USGS	09180500	1996-03-10	3920	A
USGS	09180500	1996-03-11	4240	A
USGS	09180500	1996-03-12	4360	A
USGS	09180500	1996-03-13	4490	A
USGS	09180500	1996-03-14	4660	A
USGS	09180500	1996-03-15	4750	A
USGS	09180500	1996-03-16	4850	A
USGS	09180500	1996-03-17	5260	A
USGS	09180500	1996-03-18	5460	A
USGS	09180500	1996-03-19	5490	A
USGS	09180500	1996-03-20	5370	A
USGS	09180500	1996-03-21	5350	A
USGS	09180500	1996-03-22	5390	A
USGS	09180500	1996-03-23	5600	A
USGS	09180500	1996-03-24	6140	A
USGS	09180500	1996-03-25	6270	A
USGS	09180500	1996-03-26	5950	A
USGS	09180500	1996-03-27	5820	A
USGS	09180500	1996-03-28	5800	A
USGS	09180500	1996-03-29	5840	A
USGS	09180500	1996-03-30	5940	A
USGS	09180500	1996-03-31	6120	A
USGS	09180500	1996-04-01	6260	A
USGS	09180500	1996-04-02	6440	A
USGS	09180500	1996-04-03	7030	A
USGS	09180500	1996-04-04	7710	A
USGS	09180500	1996-04-05	8000	A
USGS	09180500	1996-04-06	7660	A
USGS	09180500	1996-04-07	7550	A
USGS	09180500	1996-04-08	8030	A
USGS	09180500	1996-04-09	8590	A
USGS	09180500	1996-04-10	9700	A
USGS	09180500	1996-04-11	11600	A
USGS	09180500	1996-04-12	12300	A
USGS	09180500	1996-04-13	11900	A
USGS	09180500	1996-04-14	11100	A
USGS	09180500	1996-04-15	10000	A
USGS	09180500	1996-04-16	8770	A
USGS	09180500	1996-04-17	8360	A
USGS	09180500	1996-04-18	8450	A
USGS	09180500	1996-04-19	8770	A
USGS	09180500	1996-04-20	8920	A
USGS	09180500	1996-04-21	8300	A
USGS	09180500	1996-04-22	7790	A
USGS	09180500	1996-04-23	7400	A
USGS	09180500	1996-04-24	7100	A
USGS	09180500	1996-04-25	7760	A
USGS	09180500	1996-04-26	9800	A
USGS	09180500	1996-04-27	11800	A
USGS	09180500	1996-04-28	12100	A
USGS	09180500	1996-04-29	12700	A
USGS	09180500	1996-04-30	11400	A
USGS	09180500	1996-05-01	11000	A
USGS	09180500	1996-05-02	11200	A
USGS	09180500	1996-05-03	11500	A
USGS	09180500	1996-05-04	11600	A
USGS	09180500	1996-05-05	11600	A
USGS	09180500	1996-05-06	12900	A
USGS	09180500	1996-05-07	14600	A
USGS	09180500	1996-05-08	15900	A
USGS	09180500	1996-05-09	16900	A
USGS	09180500	1996-05-10	18100	A
USGS	09180500	1996-05-11	17900	A
USGS	09180500	1996-05-12	17700	A
USGS	09180500	1996-05-13	19300	A
USGS	09180500	1996-05-14	21700	A
USGS	09180500	1996-05-15	23200	A
USGS	09180500	1996-05-16	23900	A
USGS	09180500	1996-05-17	25600	A
USGS	09180500	1996-05-18	28300	A
USGS	09180500	1996-05-19	28700	A
USGS	09180500	1996-05-20	28700	A
USGS	09180500	1996-05-21	28600	A
USGS	09180500	1996-05-22	25700	A
USGS	09180500	1996-05-23	23100	A
USGS	09180500	1996-05-24	21600	A
USGS	09180500	1996-05-25	19900	A
USGS	09180500	1996-05-26	18200	A
USGS	09180500	1996-05-27	17900	A
USGS	09180500	1996-05-28	16700	A
USGS	09180500	1996-05-29	15300	A
USGS	09180500	1996-05-30	13900	A
USGS	09180500	1996-05-31	12900	A
USGS	09180500	1996-06-01	12300	A
USGS	09180500	1996-06-02	12200	A
USGS	09180500	1996-06-03	12400	A
USGS	09180500	1996-06-04	13500	A
USGS	09180500	1996-06-05	15000	A
USGS	09180500	1996-06-06	15800	A
USGS	09180500	1996-06-07	17200	A
USGS	09180500	1996-06-08	17500	A
USGS	09180500	1996-06-09	17400	A
USGS	09180500	1996-06-10	17300	A
USGS	09180500	1996-06-11	16900	A
USGS	09180500	1996-06-12	16400	A
USGS	09180500	1996-06-13	16500	A
USGS	09180500	1996-06-14	16500	A
USGS	09180500	1996-06-15	16900	A
USGS	09180500	1996-06-16	18400	A
USGS	09180500	1996-06-17	18900	A
USGS	09180500	1996-06-18	18400	A
USGS	09180500	1996-06-19	19800	A
USGS	09180500	1996-06-20	20600	A
USGS	09180500	1996-06-21	20300	A
USGS	09180500	1996-06-22	21800	A
USGS	09180500	1996-06-23	23600	A
USGS	09180500	1996-06-24	23400	A
USGS	09180500	1996-06-25	21500	A
USGS	09180500	1996-06-26	19800	A
USGS	09180500	1996-06-27	18500	A
USGS	09180500	1996-06-28	18400	A
USGS	09180500	1996-06-29	18200	A
USGS	09180500	1996-06-30	17100	A
USGS	09180500	1996-07-01	16200	A
USGS	09180500	1996-07-02	15100	A
USGS	09180500	1996-07-03	13500	A
USGS	09180500	1996-07-04	12500	A
USGS	09180500	1996-07-05	11600	A
USGS	09180500	1996-07-06	11100	A
USGS	09180500	1996-07-07	10700	A
USGS	09180500	1996-07-08	10400	A
USGS	09180500	1996-07-09	10300	A
USGS	09180500	1996-07-10	9610	A
USGS	09180500	1996-07-11	8830	A
USGS	09180500	1996-07-12	8060	A
USGS	09180500	1996-07-13	7390	A
USGS	09180500	1996-07-14	6990	A
USGS	09180500	1996-07-15	6670	A
USGS	09180500	1996-07-16	6700	A
USGS	09180500	1996-07-17	6780	A
USGS	09180500	1996-07-18	6300	A
USGS	09180500	1996-07-19	6310	A
USGS	09180500	1996-07-20	6180	A
USGS	09180500	1996-07-21	5880	A
USGS	09180500	1996-07-22	5550	A
USGS	09180500	1996-07-23	5240	A
USGS	09180500	1996-07-24	4850	A
USGS	09180500	1996-07-25	4440	A
USGS	09180500	1996-07-26	4120	A
USGS	09180500	1996-07-27	4040	A
USGS	09180500	1996-07-28	3880	A
USGS	09180500	1996-07-29	3760	A
USGS	09180500	1996-07-30	3890	A
USGS	09180500	1996-07-31	4060	A
USGS	09180500	1996-08-01	3940	A
USGS	09180500	1996-08-02	3720	A
USGS	09180500	1996-08-03	3640	A
USGS	09180500	1996-08-04	3500	A
USGS	09180500	1996-08-05	3450	A
USGS	09180500	1996-08-06	3440	A
USGS	09180500	1996-08-07	3280	A
USGS	09180500	1996-08-08	3100	A
USGS	09180500	1996-08-09	3030	A
USGS	09180500	1996-08-10	2970	A
USGS	09180500	1996-08-11	3000	A
USGS	09180500	1996-08-12	2960	A
USGS	09180500	1996-08-13	3000	A
USGS	09180500	1996-08-14	2880	A
USGS	09180500	1996-08-15	2730	A
USGS	09180500	1996-08-16	2590	A
USGS	09180500	1996-08-17	2610	A
USGS	09180500	1996-08-18	2790	A
USGS	09180500	1996-08-19	2870	A
USGS	09180500	1996-08-20	3030	A
USGS	09180500	1996-08-21	3050	A
USGS	09180500	1996-08-22	3040	A
USGS	09180500	1996-08-23	2970	A
USGS	09180500	1996-08-24	2900	A
USGS	09180500	1996-08-25	2970	A
USGS	09180500	1996-08-26	3150	A
USGS	09180500	1996-08-27	3440	A
USGS	09180500	1996-08-28	3370	A
USGS	09180500	1996-08-29	3310	A
USGS	09180500	1996-08-30	3300	A
USGS	09180500	1996-08-31	3270	A
USGS	09180500	1996-09-01	3300	A
USGS	09180500	1996-09-02	3290	A
USGS	09180500	1996-09-03	3270	A
USGS	09180500	1996-09-04	3240	A
USGS	09180500	1996-09-05	3230	A
USGS	09180500	1996-09-06	3360	A
USGS	09180500	1996-09-07	3740	A
USGS	09180500	1996-09-08	4220	A
USGS	09180500	1996-09-09	4110	A
USGS	09180500	1996-09-10	3800	A
USGS	09180500	1996-09-11	3740	A
USGS	09180500	1996-09-12	4000	A
USGS	09180500	1996-09-13	4090	A
USGS	09180500	1996-09-14	4700	A
USGS	09180500	1996-09-15	4900	A
USGS	09180500	1996-09-16	4770	A
USGS	09180500	1996-09-17	4750	A
USGS	09180500	1996-09-18	4900	A
USGS	09180500	1996-09-19	5190	A
USGS	09180500	1996-09-20	5320	A
USGS	09180500	1996-09-21	5090	A
USGS	09180500	1996-09-22	4770	A
USGS	09180500	1996-09-23	4630	A
USGS	09180500	1996-09-24	4580	A
USGS	09180500	1996-09-25	4500	A
USGS	09180500	1996-09-26	4410	A
USGS	09180500	1996-09-27	4470	A
USGS	09180500	1996-09-28	4530	A
USGS	09180500	1996-09-29	4520	A
USGS	09180500	1996-09-30	4390	A
USGS	09180500	1996-10-01	4190	A
USGS	09180500	1996-10-02	4090	A
USGS	09180500	1996-10-03	4430	A
USGS	09180500	1996-10-04	5900	A
USGS	09180500	1996-10-05	6760	A
USGS	09180500	1996-10-06	5310	A
USGS	09180500	1996-10-07	4850	A
USGS	09180500	1996-10-08	4650	A
USGS	09180500	1996-10-09	4480	A
USGS	09180500	1996-10-10	4390	A
USGS	09180500	1996-10-11	4280	A
USGS	09180500	1996-10-12	4320	A
USGS	09180500	1996-10-13	4240	A
USGS	09180500	1996-10-14	4210	A
USGS	09180500	1996-10-15	4170	A
USGS	09180500	1996-10-16	4140	A
USGS	09180500	1996-10-17	4150	A
USGS	09180500	1996-10-18	4240	A
USGS	09180500	1996-10-19	4210	A
USGS	09180500	1996-10-20	4280	A
USGS	09180500	1996-10-21	4400	A
USGS	09180500	1996-10-22	4620	A
USGS	09180500	1996-10-23	4530	A
USGS	09180500	1996-10-24	4410	A
USGS	09180500	1996-10-25	4570	A
USGS	09180500	1996-10-26	4860	A
USGS	09180500	1996-10-27	4880	A
USGS	09180500	1996-10-28	4900	A
USGS	09180500	1996-10-29	5060	A
USGS	09180500	1996-10-30	5270	A
USGS	09180500	1996-10-31	5130	A
USGS	09180500	1996-11-01	4900	A
USGS	09180500	1996-11-02	4800	A
USGS	09180500	1996-11-03	4640	A
USGS	09180500	1996-11-04	4810	A
USGS	09180500	1996-11-05	5020	A
USGS	09180500	1996-11-06	4940	A
USGS	09180500	1996-11-07	4990	A
USGS	09180500	1996-11-08	4850	A
USGS	09180500	1996-11-09	4980	A
USGS	09180500	1996-11-10	4720	A
USGS	09180500	1996-11-11	4680	A
USGS	09180500	1996-11-12	4710	A
USGS	09180500	1996-11-13	4640	A
USGS	09180500	1996-11-14	4550	A
USGS	09180500	1996-11-15	4600	A
USGS	09180500	1996-11-16	4760	A
USGS	09180500	1996-11-17	4960	A
USGS	09180500	1996-11-18	4860	A
USGS	09180500	1996-11-19	4740	A
USGS	09180500	1996-11-20	4760	A
USGS	09180500	1996-11-21	4810	A
USGS	09180500	1996-11-22	4890	A
USGS	09180500	1996-11-23	5360	A
USGS	09180500	1996-11-24	5860	A
USGS	09180500	1996-11-25	5500	A
USGS	09180500	1996-11-26	5050	A
USGS	09180500	1996-11-27	5050	A
USGS	09180500	1996-11-28	4890	A
USGS	09180500	1996-11-29	4770	A
USGS	09180500	1996-11-30	4640	A
USGS	09180500	1996-12-01	4690	A
USGS	09180500	1996-12-02	4620	A
USGS	09180500	1996-12-03	4500	A
USGS	09180500	1996-12-04	4470	A
USGS	09180500	1996-12-05	4140	A
USGS	09180500	1996-12-06	4300	A
USGS	09180500	1996-12-07	4380	A
USGS	09180500	1996-12-08	4520	A
USGS	09180500	1996-12-09	4400	A
USGS	09180500	1996-12-10	4430	A
USGS	09180500	1996-12-11	4560	A
USGS	09180500	1996-12-12	4850	A
USGS	09180500	1996-12-13	4830	A
USGS	09180500	1996-12-14	4690	A
USGS	09180500	1996-12-15	4540	A
USGS	09180500	1996-12-16	4410	A
USGS	09180500	1996-12-17	4130	A
USGS	09180500	1996-12-18	3710	A
USGS	09180500	1996-12-19	3380	A
USGS	09180500	1996-12-20	3460	A
USGS	09180500	1996-12-21	3660	A
USGS	09180500	1996-12-22	4240	A
USGS	09180500	1996-12-23	4640	A
USGS	09180500	1996-12-24	4740	A
USGS	09180500	1996-12-25	4430	A
USGS	09180500	1996-12-26	4220	A
USGS	09180500	1996-12-27	4260	A
USGS	09180500	1996-12-28	4520	A
USGS	09180500	1996-12-29	4550	A
USGS	09180500	1996-12-30	4460	A
USGS	09180500	1996-12-31	4340	A
USGS	09180500	1997-01-01	4280	A
USGS	09180500	1997-01-02	4230	A
USGS	09180500	1997-01-03	4350	A
USGS	09180500	1997-01-04	5030	A
USGS	09180500	1997-01-05	4760	A
USGS	09180500	1997-01-06	4450	A
USGS	09180500	1997-01-07	4120	A
USGS	09180500	1997-01-08	3960	A
USGS	09180500	1997-01-09	3940	A
USGS	09180500	1997-01-10	4150	A
USGS	09180500	1997-01-11	4310	A
USGS	09180500	1997-01-12	4450	A
USGS	09180500	1997-01-13	4460	A
USGS	09180500	1997-01-14	4530	A
USGS	09180500	1997-01-15	4390	A
USGS	09180500	1997-01-16	4360	A
USGS	09180500	1997-01-17	4390	A
USGS	09180500	1997-01-18	4320	A
USGS	09180500	1997-01-19	4350	A
USGS	09180500	1997-01-20	4540	A
USGS	09180500	1997-01-21	4680	A
USGS	09180500	1997-01-22	4740	A
USGS	09180500	1997-01-23	4810	A
USGS	09180500	1997-01-24	4750	A
USGS	09180500	1997-01-25	4740	A
USGS	09180500	1997-01-26	4690	A
USGS	09180500	1997-01-27	4720	A
USGS	09180500	1997-01-28	5030	A
USGS	09180500	1997-01-29	4950	A
USGS	09180500	1997-01-30	4740	A
USGS	09180500	1997-01-31	4770	A
USGS	09180500	1997-02-01	4670	A
USGS	09180500	1997-02-02	4750	A
USGS	09180500	1997-02-03	4800	A
USGS	09180500	1997-02-04	4820	A
USGS	09180500	1997-02-05	4800	A
USGS	09180500	1997-02-06	4680	A
USGS	09180500	1997-02-07	4750	A
USGS	09180500	1997-02-08	4720	A
USGS	09180500	1997-02-09	4590	A
USGS	09180500	1997-02-10	4460	A
USGS	09180500	1997-02-11	4470	A
USGS	09180500	1997-02-12	4530	A
USGS	09180500	1997-02-13	4660	A
USGS	09180500	1997-02-14	4750	A
USGS	09180500	1997-02-15	4670	A
USGS	09180500	1997-02-16	4630	A
USGS	09180500	1997-02-17	4700	A
USGS	09180500	1997-02-18	4750	A
USGS	09180500	1997-02-19	4950	A
USGS	09180500	1997-02-20	4840	A
USGS	09180500	1997-02-21	4790	A
USGS	09180500	1997-02-22	4710	A
USGS	09180500	1997-02-23	4590	A
USGS	09180500	1997-02-24	4530	A
USGS	09180500	1997-02-25	4600	A
USGS	09180500	1997-02-26	4630	A
USGS	09180500	1997-02-27	4570	A
USGS	09180500	1997-02-28	4620	A
USGS	09180500	1997-03-01	4650	A
USGS	09180500	1997-03-02	4550	A
USGS	09180500	1997-03-03	4290	A
USGS	09180500	1997-03-04	4070	A
USGS	09180500	1997-03-05	4220	A
USGS	09180500	1997-03-06	4380	A
USGS	09180500	1997-03-07	4470	A
USGS	09180500	1997-03-08	4980	A
USGS	09180500	1997-03-09	5130	A
USGS	09180500	1997-03-10	5380	A
USGS	09180500	1997-03-11	5680	A
USGS	09180500	1997-03-12	6060	A
USGS	09180500	1997-03-13	6490	A
USGS	09180500	1997-03-14	6980	A
USGS	09180500	1997-03-15	7060	A
USGS	09180500	1997-03-16	7400	A
USGS	09180500	1997-03-17	7800	A
USGS	09180500	1997-03-18	8270	A
USGS	09180500	1997-03-19	8590	A
USGS	09180500	1997-03-20	9000	A
USGS	09180500	1997-03-21	10100	A
USGS	09180500	1997-03-22	10900	A
USGS	09180500	1997-03-23	11100	A
USGS	09180500	1997-03-24	11600	A
USGS	09180500	1997-03-25	11900	A
USGS	09180500	1997-03-26	10700	A
USGS	09180500	1997-03-27	9720	A
USGS	09180500	1997-03-28	9790	A
USGS	09180500	1997-03-29	10500	A
USGS	09180500	1997-03-30	10900	A
USGS	09180500	1997-03-31	10400	A
USGS	09180500	1997-04-01	10400	A
USGS	09180500	1997-04-02	10600	A
USGS	09180500	1997-04-03	10500	A
USGS	09180500	1997-04-04	10900	A
USGS	09180500	1997-04-05	12700	A
USGS	09180500	1997-04-06	11700	A
USGS	09180500	1997-04-07	10300	A
USGS	09180500	1997-04-08	9460	A
USGS	09180500	1997-04-09	9370	A
USGS	09180500	1997-04-10	9730	A
USGS	09180500	1997-04-11	9910	A
USGS	09180500	1997-04-12	9230	A
USGS	09180500	1997-04-13	8570	A
USGS	09180500	1997-04-14	8340	A
USGS	09180500	1997-04-15	8210	A
USGS	09180500	1997-04-16	8540	A
USGS	09180500	1997-04-17	9410	A
USGS	09180500	1997-04-18	11500	A
USGS	09180500	1997-04-19	13300	A
USGS	09180500	1997-04-20	14900	A
USGS	09180500	1997-04-21	16300	A
USGS	09180500	1997-04-22	17200	A
USGS	09180500	1997-04-23	16700	A
USGS	09180500	1997-04-24	15900	A
USGS	09180500	1997-04-25	15300	A
USGS	09180500	1997-04-26	14400	A
USGS	09180500	1997-04-27	14100	A
USGS	09180500	1997-04-28	14500	A
USGS	09180500	1997-04-29	16800	A
USGS	09180500	1997-04-30	18100	A
USGS	09180500	1997-05-01	17800	A
USGS	09180500	1997-05-02	17200	A
USGS	09180500	1997-05-03	15600	A
USGS	09180500	1997-05-04	14600	A
USGS	09180500	1997-05-05	15200	A
USGS	09180500	1997-05-06	17300	A
USGS	09180500	1997-05-07	20500	A
USGS	09180500	1997-05-08	23100	A
USGS	09180500	1997-05-09	24000	A
USGS	09180500	1997-05-10	24000	A
USGS	09180500	1997-05-11	24100	A
USGS	09180500	1997-05-12	24500	A
USGS	09180500	1997-05-13	25200	A
USGS	09180500	1997-05-14	26100	A
USGS	09180500	1997-05-15	26600	A
USGS	09180500	1997-05-16	27200	A
USGS	09180500	1997-05-17	28900	A
USGS	09180500	1997-05-18	30100	A
USGS	09180500	1997-05-19	31300	A
USGS	09180500	1997-05-20	32200	A
USGS	09180500	1997-05-21	32800	A
USGS	09180500	1997-05-22	33300	A
USGS	09180500	1997-05-23	36500	A
USGS	09180500	1997-05-24	38300	A
USGS	09180500	1997-05-25	38500	A
USGS	09180500	1997-05-26	39200	A
USGS	09180500	1997-05-27	36500	A
USGS	09180500	1997-05-28	31400	A
USGS	09180500	1997-05-29	28200	A
USGS	09180500	1997-05-30	26700	A
USGS	09180500	1997-05-31	29000	A
USGS	09180500	1997-06-01	31400	A
USGS	09180500	1997-06-02	35800	A
USGS	09180500	1997-06-03	39900	A
USGS	09180500	1997-06-04	40500	A
USGS	09180500	1997-06-05	40000	A
USGS	09180500	1997-06-06	39500	A
USGS	09180500	1997-06-07	38300	A
USGS	09180500	1997-06-08	36800	A
USGS	09180500	1997-06-09	38000	A
USGS	09180500	1997-06-10	39400	A
USGS	09180500	1997-06-11	37000	A
USGS	09180500	1997-06-12	36100	A
USGS	09180500	1997-06-13	35200	A
USGS	09180500	1997-06-14	35100	A
USGS	09180500	1997-06-15	33500	A
USGS	09180500	1997-06-16	32300	A
USGS	09180500	1997-06-17	30000	A
USGS	09180500	1997-06-18	28100	A
USGS	09180500	1997-06-19	27700	A
USGS	09180500	1997-06-20	28700	A
USGS	09180500	1997-06-21	30500	A
USGS	09180500	1997-06-22	30500	A
USGS	09180500	1997-06-23	29800	A
USGS	09180500	1997-06-24	28800	A
USGS	09180500	1997-06-25	27300	A
USGS	09180500	1997-06-26	26800	A
USGS	09180500	1997-06-27	25400	A
USGS	09180500	1997-06-28	23500	A
USGS	09180500	1997-06-29	22300	A
USGS	09180500	1997-06-30	21600	A
USGS	09180500	1997-07-01	20900	A
USGS	09180500	1997-07-02	19800	A
USGS	09180500	1997-07-03	17900	A
USGS	09180500	1997-07-04	16600	A
USGS	09180500	1997-07-05	15500	A
USGS	09180500	1997-07-06	14900	A
USGS	09180500	1997-07-07	14200	A
USGS	09180500	1997-07-08	13500	A
USGS	09180500	1997-07-09	12600	A
USGS	09180500	1997-07-10	11700	A
USGS	09180500	1997-07-11	10900	A
USGS	09180500	1997-07-12	10700	A
USGS	09180500	1997-07-13	10200	A
USGS	09180500	1997-07-14	9820	A
USGS	09180500	1997-07-15	9290	A
USGS	09180500	1997-07-16	8730	A
USGS	09180500	1997-07-17	8210	A
USGS	09180500	1997-07-18	7780	A
USGS	09180500	1997-07-19	7850	A
USGS	09180500	1997-07-20	7940	A
USGS	09180500	1997-07-21	7770	A
USGS	09180500	1997-07-22	7510	A
USGS	09180500	1997-07-23	6960	A
USGS	09180500	1997-07-24	7080	A
USGS	09180500	1997-07-25	7340	A
USGS	09180500	1997-07-26	6760	A
USGS	09180500	1997-07-27	6210	A
USGS	09180500	1997-07-28	5980	A
USGS	09180500	1997-07-29	6300	A
USGS	09180500	1997-07-30	6510	A
USGS	09180500	1997-07-31	6650	A
USGS	09180500	1997-08-01	7300	A
USGS	09180500	1997-08-02	7420	A
USGS	09180500	1997-08-03	7370	A
USGS	09180500	1997-08-04	7160	A
USGS	09180500	1997-08-05	7690	A
USGS	09180500	1997-08-06	8650	A
USGS	09180500	1997-08-07	9010	A
USGS	09180500	1997-08-08	8960	A
USGS	09180500	1997-08-09	8360	A
USGS	09180500	1997-08-10	7950	A
USGS	09180500	1997-08-11	8700	A
USGS	09180500	1997-08-12	10100	A
USGS	09180500	1997-08-13	9850	A
USGS	09180500	1997-08-14	9800	A
USGS	09180500	1997-08-15	9630	A
USGS	09180500	1997-08-16	9110	A
USGS	09180500	1997-08-17	8140	A
USGS	09180500	1997-08-18	7520	A
USGS	09180500	1997-08-19	7070	A
USGS	09180500	1997-08-20	6660	A
USGS	09180500	1997-08-21	6360	A
USGS	09180500	1997-08-22	6180	A
USGS	09180500	1997-08-23	6280	A
USGS	09180500	1997-08-24	6070	A
USGS	09180500	1997-08-25	5860	A
USGS	09180500	1997-08-26	5850	A
USGS	09180500	1997-08-27	6350	A
USGS	09180500	1997-08-28	6620	A
USGS	09180500	1997-08-29	5950	A
USGS	09180500	1997-08-30	5710	A
USGS	09180500	1997-08-31	5660	A
USGS	09180500	1997-09-01	5680	A
USGS	09180500	1997-09-02	5920	A
USGS	09180500	1997-09-03	5830	A
USGS	09180500	1997-09-04	5620	A
USGS	09180500	1997-09-05	5810	A
USGS	09180500	1997-09-06	6360	A
USGS	09180500	1997-09-07	6590	A
USGS	09180500	1997-09-08	6690	A
USGS	09180500	1997-09-09	6560	A
USGS	09180500	1997-09-10	6330	A
USGS	09180500	1997-09-11	6240	A
USGS	09180500	1997-09-12	6170	A
USGS	09180500	1997-09-13	6270	A
USGS	09180500	1997-09-14	6250	A
USGS	09180500	1997-09-15	6150	A
USGS	09180500	1997-09-16	6640	A
USGS	09180500	1997-09-17	7270	A
USGS	09180500	1997-09-18	6910	A
USGS	09180500	1997-09-19	6760	A
USGS	09180500	1997-09-20	7890	A
USGS	09180500	1997-09-21	13500	A
USGS	09180500	1997-09-22	12300	A
USGS	09180500	1997-09-23	9570	A
USGS	09180500	1997-09-24	8290	A
USGS	09180500	1997-09-25	7630	A
USGS	09180500	1997-09-26	7300	A
USGS	09180500	1997-09-27	7250	A
USGS	09180500	1997-09-28	7750	A
USGS	09180500	1997-09-29	7810	A
USGS	09180500	1997-09-30	7580	A
USGS	09180500	1997-10-01	7240	A
USGS	09180500	1997-10-02	6950	A
USGS	09180500	1997-10-03	6980	A
USGS	09180500	1997-10-04	8120	A
USGS	09180500	1997-10-05	8270	A
USGS	09180500	1997-10-06	7510	A
USGS	09180500	1997-10-07	7510	A
USGS	09180500	1997-10-08	7890	A
USGS	09180500	1997-10-09	8370	A
USGS	09180500	1997-10-10	7700	A
USGS	09180500	1997-10-11	7390	A
USGS	09180500	1997-10-12	7500	A
USGS	09180500	1997-10-13	7610	A
USGS	09180500	1997-10-14	7510	A
USGS	09180500	1997-10-15	7390	A
USGS	09180500	1997-10-16	7440	A
USGS	09180500	1997-10-17	7410	A
USGS	09180500	1997-10-18	7340	A
USGS	09180500	1997-10-19	7180	A
USGS	09180500	1997-10-20	7080	A
USGS	09180500	1997-10-21	6990	A
USGS	09180500	1997-10-22	6770	A
USGS	09180500	1997-10-23	6560	A
USGS	09180500	1997-10-24	6610	A
USGS	09180500	1997-10-25	6990	A
USGS	09180500	1997-10-26	6970	A
